CohortDate,SignalType,Symbol,Company,YahooSymbol,Universe,Setup,Score,EntryPrice,ImportedAt,LastUpdated,CurrentPrice,TrailingProfitPct,Return1D,Return1W,Return1M,Return3M,Return6M,Return1Y,Status
2026-08-27,Confluence,SHYAMMETL,Shyam Metalics and Energy Ltd.,SHYAMMETL.NS,Nifty Total Market,Fresh Momentum,85.0,1040.5,2026-08-27 20:26:25,2026-08-28 03:38:07 IST,1040.5,0.0,,,,,,,Active
2026-08-27,Confluence,WELCORP,Welspun Corp Ltd.,WELCORP.NS,Nifty Total Market,Trend Continuation,80.0,2306.699951171875,2026-08-27 20:26:25,2026-08-28 03:38:07 IST,2306.699951171875,0.0,,,,,,,Active
2026-08-27,Confluence,RRKABEL,R R Kabel Ltd.,RRKABEL.NS,Nifty Total Market,Trend Continuation,80.0,2810.60009765625,2026-08-27 20:26:25,2026-08-28 03:38:07 IST,2810.60009765625,0.0,,,,,,,Active
2026-08-27,Confluence,DCBBANK,DCB Bank Ltd.,DCBBANK.NS,Nifty Total Market,Trend Continuation,80.0,213.8300018310547,2026-08-27 20:26:25,2026-08-28 03:38:07 IST,213.8300018310547,0.0,,,,,,,Active
2026-08-27,Confluence,ANTHEM,Anthem Biosciences Ltd.,ANTHEM.NS,Nifty Total Market,Trend Continuation,80.0,923.0499877929688,2026-08-27 20:26:25,2026-08-28 03:38:07 IST,923.0499877929688,0.0,,,,,,,Active
2026-08-27,Confluence,MCX,Multi Commodity Exchange of India Ltd.,MCX.NS,Nifty Total Market,Trend Continuation,80.0,3350.0,2026-08-27 20:26:25,2026-08-28 03:38:07 IST,3350.0,0.0,,,,,,,Active
2026-08-27,Confluence,ZENTEC,Zen Technologies Ltd.,ZENTEC.NS,Nifty Total Market,Trend Continuation,80.0,1873.4000244140625,2026-08-27 20:26:25,2026-08-28 03:38:07 IST,1873.4000244140625,0.0,,,,,,,Active
2026-08-27,Confluence,GRAVITA,Gravita India Ltd.,GRAVITA.NS,Nifty Total Market,Trend Continuation,80.0,1840.300048828125,2026-08-27 20:26:25,2026-08-28 03:38:07 IST,1840.300048828125,0.0,,,,,,,Active
2026-08-27,Confluence,ENGINERSIN,Engineers India Ltd.,ENGINERSIN.NS,Nifty Total Market,Trend Continuation,80.0,250.36000061035156,2026-08-27 20:26:25,2026-08-28 03:38:07 IST,250.36000061035156,0.0,,,,,,,Active
2026-08-27,Confluence,DATAMATICS,Datamatics Global Services Ltd.,DATAMATICS.NS,Nifty Total Market,Pullback in Bull Regime,80.0,798.7000122070312,2026-08-27 20:26:25,2026-08-28 03:38:07 IST,798.7000122070312,0.0,,,,,,,Active
2026-08-27,Confluence,CANHLIFE,Canara HSBC Life Insurance Company Ltd.,CANHLIFE.NS,Nifty Total Market,Trend Continuation,75.0,153.8800048828125,2026-08-27 20:26:25,2026-08-28 03:38:07 IST,153.8800048828125,0.0,,,,,,,Active
2026-08-27,Confluence,ARVIND,Arvind Ltd.,ARVIND.NS,Nifty Total Market,Fresh Momentum,75.0,541.9500122070312,2026-08-27 20:26:25,2026-08-28 03:38:07 IST,541.9500122070312,0.0,,,,,,,Active
2026-08-27,Confluence,EDELWEISS,Edelweiss Financial Services Ltd.,EDELWEISS.NS,Nifty Total Market,Trend Continuation,75.0,127.47000122070312,2026-08-27 20:26:25,2026-08-28 03:38:07 IST,127.47000122070312,0.0,,,,,,,Active
2026-08-27,Confluence,BEML,BEML Ltd.,BEML.NS,Nifty Total Market,Trend Continuation,75.0,1937.699951171875,2026-08-27 20:26:25,2026-08-28 03:38:07 IST,1937.699951171875,0.0,,,,,,,Active
2026-08-27,Confluence,LGEINDIA,LG Electronics India Ltd.,LGEINDIA.NS,Nifty Total Market,Trend Continuation,75.0,1675.4000244140625,2026-08-27 20:26:25,2026-08-28 03:38:07 IST,1675.4000244140625,0.0,,,,,,,Active
2026-08-27,Confluence,PETRONET,Petronet LNG Ltd.,PETRONET.NS,Nifty Total Market,Trend Continuation,75.0,289.0,2026-08-27 20:26:25,2026-08-28 03:38:07 IST,289.0,0.0,,,,,,,Active
2026-08-27,Confluence,METROPOLIS,Metropolis Healthcare Ltd.,METROPOLIS.NS,Nifty Total Market,Fresh Momentum,75.0,570.2999877929688,2026-08-27 20:26:25,2026-08-28 03:38:07 IST,570.2999877929688,0.0,,,,,,,Active
2026-08-27,Confluence,NMDC,NMDC Ltd.,NMDC.NS,Nifty Total Market,Fresh Momentum,75.0,88.20999908447266,2026-08-27 20:26:25,2026-08-28 03:38:07 IST,88.20999908447266,0.0,,,,,,,Active
2026-08-27,Final Buy List,INOXINDIA,INOX India Ltd.,INOXINDIA.NS,Nifty Total Market,Fresh Momentum,93.8,1926.699951171875,2026-08-27 20:26:25,2026-08-28 03:38:07 IST,1926.699951171875,0.0,,,,,,,Active
2026-08-27,Final Buy List,JINDALSAW,Jindal Saw Ltd.,JINDALSAW.NS,Nifty Total Market,Volume Breakout,93.7,302.45001220703125,2026-08-27 20:26:25,2026-08-28 03:38:07 IST,302.45001220703125,0.0,,,,,,,Active
2026-08-27,Final Buy List,LAURUSLABS,Laurus Labs Ltd.,LAURUSLABS.NS,Nifty Total Market,Volume Breakout,91.9,1887.0,2026-08-27 20:26:25,2026-08-28 03:38:07 IST,1887.0,0.0,,,,,,,Active
2026-08-27,Final Buy List,MEDANTA,Global Health Ltd.,MEDANTA.NS,Nifty Total Market,Volume Breakout,90.3,1458.9000244140625,2026-08-27 20:26:25,2026-08-28 03:38:07 IST,1458.9000244140625,0.0,,,,,,,Active
2026-08-27,Final Buy List,RRKABEL,R R Kabel Ltd.,RRKABEL.NS,Nifty Total Market,Trend Continuation,88.4,2810.60009765625,2026-08-27 20:26:25,2026-08-28 03:38:07 IST,2810.60009765625,0.0,,,,,,,Active
2026-08-27,Final Buy List,YATHARTH,Yatharth Hospital & Trauma Care Services Ltd.,YATHARTH.NS,Nifty Total Market,Volume Breakout,88.1,965.2999877929688,2026-08-27 20:26:25,2026-08-28 03:38:07 IST,965.2999877929688,0.0,,,,,,,Active
2026-08-27,Final Buy List,CRISIL,CRISIL Ltd.,CRISIL.NS,Nifty Total Market,Volume Breakout,87.5,4513.39990234375,2026-08-27 20:26:25,2026-08-28 03:38:07 IST,4513.39990234375,0.0,,,,,,,Active
